taxon_level	taxon_name	class_name	subclass_or_superorder_name	order_name	suborder_name	superfamily_name	family_name	subfamily_name	tribe_name	genus_name	species_name	author	STG_TIME_STAMP
species	Agerinia marandati	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Agerinia	marandati	Femenias-Gual, Minwer-Barakat, Marigó, Poyatos-Mor	2024/12/13 12:13:40.574
species	Agerinia roselli	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Agerinia	roselli		2024/12/13 12:13:40.574
species	Agerinia smithorum	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Agerinia	smithorum	Femenias-Gual, Minwer-Barakat, Marigó and Moyà-Sol	2024/12/13 12:13:40.574
genus	Buxella	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Buxella		Godinot, 1988	2024/12/13 12:13:40.574
species	Buxella magna	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Buxella	magna	Godinot, 1988	2024/12/13 12:13:40.574
species	Buxella prisca	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Buxella	prisca	Godinot, 1988	2024/12/13 12:13:40.574
genus	Darwinius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Darwinius			2024/12/13 12:13:40.574
species	Darwinius masillae	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Darwinius	masillae		2024/12/13 12:13:40.574
genus	Mazateronodon	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Mazateronodon		Marigó, Minwer-Barakat and Moyà-Solà	2024/12/13 12:13:40.574
species	Mazateronodon endemicus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Mazateronodon	endemicus	Marigó, Minwer-Barakat and Moyà-Solà	2024/12/13 12:13:40.574
genus	Nievesia	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Nievesia		Marigó, Minwer-Barakat and Moyà-Solà	2024/12/13 12:13:40.574
species	Nievesia sossisensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Nievesia	sossisensis	Marigó, Minwer-Barakat and Moyà-Solà	2024/12/13 12:13:40.574
genus	Periconodon	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Periconodon		Gingerich, 1977|Stehlin, 1916	2024/12/13 12:13:40.574
species	Periconodon helveticus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Periconodon	helveticus	Stehlin, 1916	2024/12/13 12:13:40.574
species	Periconodon huerzeleri	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Periconodon	huerzeleri	Gingerich, 1977	2024/12/13 12:13:40.574
genus	Pronycticebus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Pronycticebus		Godinot and Vidalenc	2024/12/13 12:13:40.574
species	Pronycticebus cosensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Pronycticebus	cosensis	Godinot and Vidalenc	2024/12/13 12:13:40.574
species	Pronycticebus neglectus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Pronycticebus	neglectus		2024/12/13 12:13:40.574
genus	Protoadapis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Protoadapis		Godinot and Vidalenc	2024/12/13 12:13:40.574
species	Protoadapis andrei	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Protoadapis	andrei	Godinot and Vidalenc	2024/12/13 12:13:40.574
species	Protoadapis curvicuspidens	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Protoadapis	curvicuspidens		2024/12/13 12:13:40.574
species	Protoadapis ignoratus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Protoadapis	ignoratus		2024/12/13 12:13:40.574
species	Protoadapis muechelnensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Protoadapis	muechelnensis		2024/12/13 12:13:40.574
species	Protoadapis weigelti	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Cercamoniinae		Protoadapis	weigelti		2024/12/13 12:13:40.574
subfamily	Notharctinae	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae					2024/12/13 12:13:40.574
genus	Cantius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius			2024/12/13 12:13:40.574
species	Cantius abditus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius	abditus		2024/12/13 12:13:40.574
species	Cantius angulatus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius	angulatus		2024/12/13 12:13:40.574
species	Cantius frugivorus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius	frugivorus		2024/12/13 12:13:40.574
species	Cantius mckennai	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius	mckennai		2024/12/13 12:13:40.574
species	Cantius nunienus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius	nunienus		2024/12/13 12:13:40.574
species	Cantius ralstoni	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius	ralstoni		2024/12/13 12:13:40.574
species	Cantius savagei	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius	savagei		2024/12/13 12:13:40.574
species	Cantius simonsi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius	simonsi		2024/12/13 12:13:40.574
species	Cantius torresi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius	torresi		2024/12/13 12:13:40.574
species	Cantius trigonodus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Cantius	trigonodus		2024/12/13 12:13:40.574
genus	Copelemur	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Copelemur			2024/12/13 12:13:40.574
species	Copelemur australotutus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Copelemur	australotutus		2024/12/13 12:13:40.574
species	Copelemur consortutus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Copelemur	consortutus		2024/12/13 12:13:40.574
species	Copelemur feretutus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Copelemur	feretutus		2024/12/13 12:13:40.574
species	Copelemur praetutus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Copelemur	praetutus		2024/12/13 12:13:40.574
species	Copelemur tutus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Copelemur	tutus		2024/12/13 12:13:40.574
genus	Hesperolemur	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Hesperolemur			2024/12/13 12:13:40.574
species	Hesperolemur actius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Hesperolemur	actius		2024/12/13 12:13:40.574
genus	Notharctus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Notharctus			2024/12/13 12:13:40.574
species	Notharctus pugnax	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Notharctus	pugnax		2024/12/13 12:13:40.574
species	Notharctus robinsoni	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Notharctus	robinsoni		2024/12/13 12:13:40.574
species	Notharctus robustior	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Notharctus	robustior		2024/12/13 12:13:40.574
species	Notharctus tenebrosus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Notharctus	tenebrosus		2024/12/13 12:13:40.574
species	Notharctus venticolus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Notharctus	venticolus		2024/12/13 12:13:40.574
genus	Pelycodus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Pelycodus			2024/12/13 12:13:40.574
species	Pelycodus danielsae	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Pelycodus	danielsae		2024/12/13 12:13:40.574
species	Pelycodus jarrovii	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Pelycodus	jarrovii		2024/12/13 12:13:40.574
genus	Smilodectes	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Smilodectes			2024/12/13 12:13:40.574
species	Smilodectes gracilis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Smilodectes	gracilis		2024/12/13 12:13:40.574
species	Smilodectes mcgrewi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Smilodectes	mcgrewi		2024/12/13 12:13:40.574
species	Smilodectes sororis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Notharctidae	Notharctinae		Smilodectes	sororis		2024/12/13 12:13:40.574
family	Nyanzapithecidae	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae						2024/12/13 12:13:40.574
genus	Mabokopithecus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Mabokopithecus			2024/12/13 12:13:40.574
species	Mabokopithecus clarki	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Mabokopithecus	clarki		2024/12/13 12:13:40.574
genus	Nyanzapithecus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Nyanzapithecus			2024/12/13 12:13:40.574
species	Nyanzapithecus alesi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Nyanzapithecus	alesi		2024/12/13 12:13:40.574
species	Nyanzapithecus harrisoni	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Nyanzapithecus	harrisoni		2024/12/13 12:13:40.574
species	Nyanzapithecus pickfordi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Nyanzapithecus	pickfordi		2024/12/13 12:13:40.574
species	Nyanzapithecus vancouveringorum	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Nyanzapithecus	vancouveringorum		2024/12/13 12:13:40.574
genus	Rangwapithecus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Rangwapithecus			2024/12/13 12:13:40.574
species	Rangwapithecus gordoni	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Rangwapithecus	gordoni		2024/12/13 12:13:40.574
species	Rangwapithecus vancouveringi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Rangwapithecus	vancouveringi		2024/12/13 12:13:40.574
genus	Rukwapithecus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Rukwapithecus		Stevens 2013	2024/12/13 12:13:40.574
species	Rukwapithecus fleaglei	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Rukwapithecus	fleaglei	Stevens 2013	2024/12/13 12:13:40.574
genus	Samburupithecus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Samburupithecus			2024/12/13 12:13:40.574
species	Samburupithecus kiptalami	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Samburupithecus	kiptalami		2024/12/13 12:13:40.574
genus	Turkanapithecus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Turkanapithecus			2024/12/13 12:13:40.574
species	Turkanapithecus kalakolensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Turkanapithecus	kalakolensis		2024/12/13 12:13:40.574
genus	Xenopithecus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Xenopithecus			2024/12/13 12:13:40.574
species	Xenopithecus koruensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Nyanzapithecidae			Xenopithecus	koruensis		2024/12/13 12:13:40.574
family	Oligopithecidae	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Oligopithecidae						2024/12/13 12:13:40.574
genus	Catopithecus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Oligopithecidae			Catopithecus			2024/12/13 12:13:40.574
species	Catopithecus browni	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Oligopithecidae			Catopithecus	browni		2024/12/13 12:13:40.574
genus	Oligopithecus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Oligopithecidae			Oligopithecus			2024/12/13 12:13:40.574
species	Oligopithecus rogeri	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Oligopithecidae			Oligopithecus	rogeri		2024/12/13 12:13:40.574
species	Oligopithecus savagei	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Oligopithecidae			Oligopithecus	savagei		2024/12/13 12:13:40.574
family	Omomyidae	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae						2024/12/13 12:13:40.574
genus	Altiatlasius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae			Altiatlasius			2024/12/13 12:13:40.574
species	Altiatlasius koulchii	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae			Altiatlasius	koulchii		2024/12/13 12:13:40.574
genus	Kohatius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae			Kohatius			2024/12/13 12:13:40.574
species	Kohatius coppensi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae			Kohatius	coppensi		2024/12/13 12:13:40.574
genus	Vastanomys	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae			Vastanomys			2024/12/13 12:13:40.574
species	Vastanomys gracilis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae			Vastanomys	gracilis		2024/12/13 12:13:40.574
species	Vastanomys major	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae			Vastanomys	major		2024/12/13 12:13:40.574
subfamily	Anaptomorphinae	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae					2024/12/13 12:13:40.574
genus	Absarokius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Absarokius			2024/12/13 12:13:40.574
species	Absarokius abbotti	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Absarokius	abbotti		2024/12/13 12:13:40.574
species	Absarokius ganzini	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Absarokius	ganzini		2024/12/13 12:13:40.574
species	Absarokius meteocus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Absarokius	meteocus		2024/12/13 12:13:40.574
genus	Altanius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Altanius			2024/12/13 12:13:40.574
species	Altanius orlovi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Altanius	orlovi		2024/12/13 12:13:40.574
genus	Anaptomorphus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Anaptomorphus			2024/12/13 12:13:40.574
species	Anaptomorphus aemulus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Anaptomorphus	aemulus		2024/12/13 12:13:40.574
species	Anaptomorphus westi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Anaptomorphus	westi		2024/12/13 12:13:40.574
genus	Anemorhysis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Anemorhysis			2024/12/13 12:13:40.574
species	Anemorhysis natronensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Anemorhysis	natronensis		2024/12/13 12:13:40.574
species	Anemorhysis pattersoni	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Anemorhysis	pattersoni		2024/12/13 12:13:40.574
species	Anemorhysis pearcei	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Anemorhysis	pearcei		2024/12/13 12:13:40.574
species	Anemorhysis savagei	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Anemorhysis	savagei		2024/12/13 12:13:40.574
species	Anemorhysis sublettensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Anemorhysis	sublettensis		2024/12/13 12:13:40.574
species	Anemorhysis wortmani	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Anemorhysis	wortmani		2024/12/13 12:13:40.574
genus	Arapahovius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Arapahovius			2024/12/13 12:13:40.574
species	Arapahovius advena	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Arapahovius	advena		2024/12/13 12:13:40.574
species	Arapahovius gazini	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Arapahovius	gazini		2024/12/13 12:13:40.574
genus	Artimonius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Artimonius			2024/12/13 12:13:40.574
species	Artimonius australis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Artimonius	australis		2024/12/13 12:13:40.574
species	Artimonius nocerai	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Artimonius	nocerai		2024/12/13 12:13:40.574
species	Artimonius witteri	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Artimonius	witteri		2024/12/13 12:13:40.574
genus	Aycrossia	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Aycrossia			2024/12/13 12:13:40.574
species	Aycrossia lovei	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Aycrossia	lovei		2024/12/13 12:13:40.574
genus	Chlororhysis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Chlororhysis			2024/12/13 12:13:40.574
species	Chlororhysis incomptus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Chlororhysis	incomptus		2024/12/13 12:13:40.574
species	Chlororhysis knightensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Chlororhysis	knightensis		2024/12/13 12:13:40.574
genus	Gazinius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Gazinius			2024/12/13 12:13:40.574
species	Gazinius amplus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Gazinius	amplus		2024/12/13 12:13:40.574
species	Gazinius bowni	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Gazinius	bowni		2024/12/13 12:13:40.574
genus	Pseudotetonius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Pseudotetonius			2024/12/13 12:13:40.574
species	Pseudotetonius ambiguus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Pseudotetonius	ambiguus		2024/12/13 12:13:40.574
genus	Sphacorhysis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Sphacorhysis			2024/12/13 12:13:40.574
species	Sphacorhysis burntforkensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Sphacorhysis	burntforkensis		2024/12/13 12:13:40.574
genus	Strigorhysis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Strigorhysis			2024/12/13 12:13:40.574
species	Strigorhysis bridgerensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Strigorhysis	bridgerensis		2024/12/13 12:13:40.574
species	Strigorhysis huerfanensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Strigorhysis	huerfanensis		2024/12/13 12:13:40.574
species	Strigorhysis rugosus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Strigorhysis	rugosus		2024/12/13 12:13:40.574
genus	Tatmanius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Tatmanius			2024/12/13 12:13:40.574
species	Tatmanius szalayi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Tatmanius	szalayi		2024/12/13 12:13:40.574
genus	Teilhardina	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Teilhardina			2024/12/13 12:13:40.574
species	Teilhardina americana	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Teilhardina	americana		2024/12/13 12:13:40.574
species	Teilhardina belgica	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Teilhardina	belgica		2024/12/13 12:13:40.574
species	Teilhardina brandti	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Teilhardina	brandti		2024/12/13 12:13:40.574
species	Teilhardina crassidens	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Teilhardina	crassidens		2024/12/13 12:13:40.574
species	Teilhardina demissa	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Teilhardina	demissa		2024/12/13 12:13:40.574
species	Teilhardina tenuicula	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Teilhardina	tenuicula		2024/12/13 12:13:40.574
genus	Tetonius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Tetonius			2024/12/13 12:13:40.574
species	Tetonius homunculus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Tetonius	homunculus		2024/12/13 12:13:40.574
species	Tetonius matthewi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Tetonius	matthewi		2024/12/13 12:13:40.574
species	Tetonius mckennai	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Tetonius	mckennai		2024/12/13 12:13:40.574
genus	Trogolemur	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Trogolemur			2024/12/13 12:13:40.574
species	Trogolemur amplior	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Trogolemur	amplior		2024/12/13 12:13:40.574
species	Trogolemur fragilis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Trogolemur	fragilis		2024/12/13 12:13:40.574
species	Trogolemur leonardi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Trogolemur	leonardi		2024/12/13 12:13:40.574
species	Trogolemur myodes	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Trogolemur	myodes		2024/12/13 12:13:40.574
genus	Walshina	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Walshina			2024/12/13 12:13:40.574
species	Walshina esmaraldensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Anaptomorphinae		Walshina	esmaraldensis		2024/12/13 12:13:40.574
subfamily	Decoredontinae	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Decoredontinae					2024/12/13 12:13:40.574
genus	Decoredon	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Decoredontinae		Decoredon			2024/12/13 12:13:40.574
species	Decoredon anhuiensis	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Decoredontinae		Decoredon	anhuiensis		2024/12/13 12:13:40.574
subfamily	Microchoerinae	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Microchoerinae					2024/12/13 12:13:40.574
genus	Necrolemur	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Microchoerinae		Necrolemur		Minwer-Barakat, Marigó and Moyà-Solà	2024/12/13 12:13:40.574
species	Necrolemur anadoni	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Microchoerinae		Necrolemur	anadoni	Minwer-Barakat, Marigó and Moyà-Solà	2024/12/13 12:13:40.574
species	Necrolemur antiquus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Microchoerinae		Necrolemur	antiquus		2024/12/13 12:13:40.574
species	Necrolemur major	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Microchoerinae		Necrolemur	major		2024/12/13 12:13:40.574
species	Necrolemur zitteli	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Microchoerinae		Necrolemur	zitteli		2024/12/13 12:13:40.574
subfamily	Omomyinae	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Omomyinae					2024/12/13 12:13:40.574
genus	Ageitodendron	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Omomyinae		Ageitodendron			2024/12/13 12:13:40.574
species	Ageitodendron matthewi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Omomyinae		Ageitodendron	matthewi		2024/12/13 12:13:40.574
genus	Chipetaia	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Omomyinae		Chipetaia			2024/12/13 12:13:40.574
species	Chipetaia lamporea	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Omomyinae		Chipetaia	lamporea		2024/12/13 12:13:40.574
genus	Chumashius	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Omomyinae		Chumashius			2024/12/13 12:13:40.574
species	Chumashius balchi	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Omomyinae		Chumashius	balchi		2024/12/13 12:13:40.574
genus	Dyseolemur	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Omomyinae		Dyseolemur			2024/12/13 12:13:40.574
species	Dyseolemur pacificus	MAMMALIA	EUTHERIA	PRIMATES	Euprimates		Omomyidae	Omomyinae		Dyseolemur	pacificus		2024/12/13 12:13:40.574
